50.id,tt0090021,tt2395228
4644.creator,Steve lLatshaw,Steve Latshaw
926.casting,"Dane Cook,Stacy Keach,Brad Garrett,Teri Hatcher,Julia Louis-Dreyfus,Priyanka Chopra,Joh Cleese,Cedric the Entertainer,Carlos Alazraqui,Roger Craig Smith,Anthony Edwards,Val Kilmer,Sinbad,Gabriel Iglesias,Brent Musburger","Dane Cook,Stacy Keach,Brad Garrett,Teri Hatcher,Julia Louis-Dreyfus,Priyanka Chopra,John Cleese,Cedric the Entertainer,Carlos Alazraqui,Roger Craig Smith,Anthony Edwards,Val Kilmer,Sinbad,Gabriel Iglesias,Brent Musburger"
44.id,tt0088993,tt0923752
1673.actors,"Bill Murray,Richard Dreyfuss,Julie Hagerty***","Bill Murray,Richard Dreyfuss,Julie Hagerty"
868.casting,"Lucky Lehrer,Vic Bondi,Joe Keithley,Keith Morris,Angie Sciarappa,Nancy Barile,Mike Watt,David Markey,Jordan Schwartz,Howard Saunders,Perry Webb,Ian MacKafye,Bobby Steele,Greg Hetson,Richard 'Crispy' Crammer","Lucky Lehrer,Vic Bondi,Joe Keithley,Keith Morris,Angie Sciarappa,Nancy Barile,Mike Watt,David Markey,Jordan Schwartz,Howard Saunders,Perry Webb,Ian MacKaye,Bobby Steele,Greg Hetson,Richard 'Crispy' Crammer"
4518.id,tt181840,tt1781840
4117.duration,12t8 min,128 min
5532.name,Last Summewr,Last Summer
2793.director,Bruce Niebaur,Bruce Neibaur
3111.review_count,"66 user1,5 critic","66 user,15 critic"
4054.duration,68x min,68 min
1542.country,UShA,USA
2875.country,SA,USA
2057.description,A young Cro-Magnon woman is raised yb Neanderthals.,A young Cro-Magnon woman is raised by Neanderthals.
3755.description,Four friends conspire to turn the tables on their women when they discover the ladies have been using Stedve Harvey's relationship advice against them.,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.
39.name,Blue Velvket,Blue Velvet
21.id,tt0032484,tt1323594
4676.review_count,"18 user1, critic","18 user,1 critic"
2626.id,tt0093184,tt0093148
6025.director,Rypan Polito,Ryan Polito
7231.actors,"Richard Pyor,Cicely Tyson,Ángel Ramírez","Richard Pryor,Cicely Tyson,Ángel Ramírez"
1601.creator,Ron Selton,Ron Shelton
39.id,tt0102733,tt0090756
649.name,Honey I Blew Up he Kid,Honey I Blew Up the Kid
5590.director,Zack nSyder,Zack Snyder
6573.duration,j80 min,80 min
3905.director,Joh Frankenheimer,John Frankenheimer
6512.release_date,28 Auust 2009 (USA),28 August 2009 (USA)
3072.country,hUSA,USA
4340.director,Charles Lmaont,Charles Lamont
1176.director,Billy Wildre,Billy Wilder
5216.release_date,4September 1921 (USA),4 September 1921 (USA)
1354.country,SA,USA
3096.director,Henry Kostfer,Henry Koster
154.id,tt0088993,tt0844471
2185.casting,"Timothy Dalton,Carey Lowell,obert Davi,Talisa Soto,Anthony Zerbe,Frank McRae,David Hedison,Wayne Newton,Benicio Del Toro,Anthony Starke,Everett McGill,Desmond Llewelyn,Pedro Armendáriz Jr.,Robert Brown,Priscilla Barnes","Timothy Dalton,Carey Lowell,Robert Davi,Talisa Soto,Anthony Zerbe,Frank McRae,David Hedison,Wayne Newton,Benicio Del Toro,Anthony Starke,Everett McGill,Desmond Llewelyn,Pedro Armendáriz Jr.,Robert Brown,Priscilla Barnes"
5604.name,Bonrn to Be Wild,Born to Be Wild
5800.country,SA,USA
4135.filming_locations,"Cine Mgaic Studios, Brooklyn, New York City, USA","Cine Magic Studios, Brooklyn, New York City, USA"
2222.filming_locations,"Ardmore Studios, Herbert Road, Bray, Counpty Wicklow, Ireland","Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland"
1503.language,nglish,English
1163.casting,"Jason Alexander,Tom Hulce,Mary Kay Bergman,Demi Moore,Corey Burton,Jim Cummings,Billp Fagerbakke,Tony Jay,Paul Kandel,Charles Kimbrough,Kevin Kline,Heidi Mollenhauer,Patrick Pinney,Gary Trousdale,David Ogden Stiers","Jason Alexander,Tom Hulce,Mary Kay Bergman,Demi Moore,Corey Burton,Jim Cummings,Bill Fagerbakke,Tony Jay,Paul Kandel,Charles Kimbrough,Kevin Kline,Heidi Mollenhauer,Patrick Pinney,Gary Trousdale,David Ogden Stiers"
6052.country,SUA,USA
6910.creator,"Rolan dEmmerich,Harald Kloser","Roland Emmerich,Harald Kloser"
204.filming_locations,"Wilmngton, Ohio, USA","Wilmington, Ohio, USA"
1951.language,Enlish,English
6550.filming_locations,"Seattle,c Washington, USA","Seattle, Washington, USA"
439.country,USfA,USA
931.review_count,"604 user,33 critic","604 user,393 critic"
981.id,utt0112281,tt0112281
3978.actors,"Bradley CooperRachel McAdams,Emma Stone","Bradley Cooper,Rachel McAdams,Emma Stone"
850.duration,81 imn,81 min
4451.director,Richard Ayode,Richard Ayoade
635.name,Death toS moochy,Death to Smoochy
1232.name,alt,Salt
165.id,tt0088993,tt0113041
5431.genre,"Drrama,Family,Thriller","Drama,Family,Thriller"
970.genre,"Animatin,Adventure,Comedy","Animation,Adventure,Comedy"
6675.release_date,8t November 2013 (USA),8 November 2013 (USA)
3314.casting,"Edward G. Robinson,Margaret O'Brien,James Craig,Frances Gifford,Agnes Moorehead,Morris Carnovsky,Jackie 'Butch' Jenkins,Sara Haden,Greta Granstedt,Dorothy Morris,Arthur Space,Elizabeth Russell,Louis Jean Heydt,Charles Middleton,Francis Pierlgot","Edward G. Robinson,Margaret O'Brien,James Craig,Frances Gifford,Agnes Moorehead,Morris Carnovsky,Jackie 'Butch' Jenkins,Sara Haden,Greta Granstedt,Dorothy Morris,Arthur Space,Elizabeth Russell,Louis Jean Heydt,Charles Middleton,Francis Pierlot"
5267.review_count,2 usre,2 user
2700.country,USuA,USA
4031.director,rian Yuzna,Brian Yuzna
3625.actors,"Jason Sudeikis,AlisonB rie,Jordan Carlos","Jason Sudeikis,Alison Brie,Jordan Carlos"
2367.creator,"Scott Rothan,Rajiv Joseph","Scott Rothman,Rajiv Joseph"
4016.filming_locations,"San Pedro, Los Angelse, California, USA","San Pedro, Los Angeles, California, USA"
82.id,tt0090021,tt0057225
1554.duration,0 min,90 min
6281.filming_locations,"Alwbuquerque, New Mexico, USA","Albuquerque, New Mexico, USA"
3023.name,Salvationn Nell,Salvation Nell
6130.review_count,"26 user1,5 critic","26 user,15 critic"
2266.country,UAS,USA
7018.release_date,6 Octjober 2015 (USA),6 October 2015 (USA)
3528.filming_locations,"Gladstone, New Jersey, sUSA","Gladstone, New Jersey, USA"
1241.actors,"Harrison Ford,Kate Capsfhaw,Jonathan Ke Quan","Harrison Ford,Kate Capshaw,Jonathan Ke Quan"
7027.director,John Lye,John Lyde
2987.creator,Domonic tParis,Domonic Paris
2948.review_count,"4 user,3 ccritic","4 user,3 critic"
22.director,Dan uScanlon,Dan Scanlon
2016.creator,"Ethan Reiff,Cyrus Vorsi","Ethan Reiff,Cyrus Voris"
6266.actors,"Fred Aldrich,Laurie Adnerson,Amiri Baraka","Fred Aldrich,Laurie Anderson,Amiri Baraka"
7154.description,"Elizabeth Barrett's tyrannical fatnher has forbidden any of his family to marry. Nevertheless, Elizabeth falls in love with the poet Robert Browning.","Elizabeth Barrett's tyrannical father has forbidden any of his family to marry. Nevertheless, Elizabeth falls in love with the poet Robert Browning."
6375.genre,"rime,Drama,Thriller","Crime,Drama,Thriller"
4744.filming_locations,"Malibu, Californian, USA","Malibu, California, USA"
2150.id,jtt0408236,tt0408236
1660.description,"David the filmmaker is 40 years old, but he still doesn't feel like a man - not a eal man anyway. When his wife becomes pregnant with a boy, David's manhood insecurities deepen. How can he...","David the filmmaker is 40 years old, but he still doesn't feel like a man - not a real man anyway. When his wife becomes pregnant with a boy, David's manhood insecurities deepen. How can he..."
4154.casting,"James Caan,Shirley Knight,Robert Duvall,Marya Zimmet,Tom Aldredge,Laura Crews,Andrew Duncan,Margaret Fairchild,Sally Gracie,Alan Masnon,Robert Modica","James Caan,Shirley Knight,Robert Duvall,Marya Zimmet,Tom Aldredge,Laura Crews,Andrew Duncan,Margaret Fairchild,Sally Gracie,Alan Manson,Robert Modica"
205.id,tt0088993,tt0879870
6298.director,Michael Dionner,Michael Dinner
923.language,"Ernglish,French","English,French"
322.name,"Silent Night, DeadlyNight","Silent Night, Deadly Night"
11.id,tt0889671,tt0102741
5853.review_count,"63 user,100 crtic","63 user,100 critic"
320.id,tt0054215,tt0082279
108.id,tt0074512,tt0097733
4922.duration,90b min,90 min
3949.release_date,10 July 20e09 (Denmark),10 July 2009 (Denmark)
5637.director,oRbert Butler,Robert Butler
238.id,tt0088993,tt1969062
5371.release_date,1 9November 1982 (USA),19 November 1982 (USA)
5062.actors,"Robert Patrick,Hal Holbroo,Jared Acosta","Robert Patrick,Hal Holbrook,Jared Acosta"
4024.description,"Back in the 1800's a lady gives birth to a monster. They decide that the baby is too ugly to name, therefore the monster is known as the 'Unnamable'. The creature brutally slaughters his ...***","Back in the 1800's a lady gives birth to a monster. They decide that the baby is too ugly to name, therefore the monster is known as the 'Unnamable'. The creature brutally slaughters his ..."
4947.language,Engish,English
7072.actors,"Jaso nStatham,Michael Angarano,Dominik García-Lorido","Jason Statham,Michael Angarano,Dominik García-Lorido"
7255.id,tt0153363,tt0135363
5684.actors,"Sam Rockwell,Rosemarime DeWitt,Kennedi Clements","Sam Rockwell,Rosemarie DeWitt,Kennedi Clements"
3277.director,ike Nichols,Mike Nichols
2761.id,tt2216355,tt2126355
4342.actors,"Bu Abbott,Lou Costello,Nancy Guild","Bud Abbott,Lou Costello,Nancy Guild"
6831.creator,Peter Satotler,Peter Sattler
3331.casting,"Kevin Zegers,Neige,Pierre Chagnon,Martin Neufeld,Michel Perron,Johnny Morina,Michael Yarmush,Elisha Cuthbert,Michael Ontkean,Anne Archer,Augusto,Maggie Castle,Larry Day,Charels S. Doucet,Mickey Fry","Kevin Zegers,Neige,Pierre Chagnon,Martin Neufeld,Michel Perron,Johnny Morina,Michael Yarmush,Elisha Cuthbert,Michael Ontkean,Anne Archer,Augusto,Maggie Castle,Larry Day,Charles S. Doucet,Mickey Fry"
6910.actors,"Camilla Belle,Steven Strait,Marco Khan***","Camilla Belle,Steven Strait,Marco Khan"
3759.genre,"Drama,Roance,Sport","Drama,Romance,Sport"
4573.country,UAS,USA
2511.director,Duwanye Dunham,Duwayne Dunham
6480.name,Peace Officre,Peace Officer
2624.name,cSott Pilgrim vs. the World,Scott Pilgrim vs. the World
6435.review_count,"90 usuer,97 critic","90 user,97 critic"
2258.actors,"Bill Pullman,aPtricia Arquette,John Roselius","Bill Pullman,Patricia Arquette,John Roselius"
4516.casting,"Matt Damon,Henry Thomas,Penélope Cruz,Angelina Torres,J.D. Young,Laura Poe,Sam Shepard,Robert Patyrick,Lucas Black,Yvette Diaz,Imelda Colindres,Augustin Solis,Rubén Blades,Elizabeth Ibarra,Miriam Colon","Matt Damon,Henry Thomas,Penélope Cruz,Angelina Torres,J.D. Young,Laura Poe,Sam Shepard,Robert Patrick,Lucas Black,Yvette Diaz,Imelda Colindres,Augustin Solis,Rubén Blades,Elizabeth Ibarra,Miriam Colon"
2217.filming_locations,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, Calmifornia, USA","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA"
5005.filming_locations,"Granville Island, Vancouver, British Columbia, iCanada","Granville Island, Vancouver, British Columbia, Canada"
7384.country,xUSA,USA
3782.actors,"Morgan Spurlock,George Bush,Dick Chezney","Morgan Spurlock,George Bush,Dick Cheney"
3135.id,tt1454486,tt1454468
4632.creator,Lamar Tzrotti,Lamar Trotti
6384.language,Englihs,English
5812.release_date,28 April 995 (USA),28 April 1995 (USA)
3565.review_count,"186 user1,33 critic","186 user,133 critic"
2548.description,"After inadvertenty wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity.","After inadvertently wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity."
5340.casting,UNLL,NULL
6873.filming_locations,"Fort McaArthur, San Pedro, Los Angeles, California, USA","Fort MacArthur, San Pedro, Los Angeles, California, USA"
3244.name,Seabiscuti,Seabiscuit
5081.creator,"Lawrene Kasdan,Meg Kasdan","Lawrence Kasdan,Meg Kasdan"
756.filming_locations,"olly's Reach, 647 School Road, Gibsons, British Columbia, Canada","Molly's Reach, 647 School Road, Gibsons, British Columbia, Canada"
6535.creator,NUL,NULL
91.id,tt0265666,tt0031973
7092.creator,Mark L. Smiht,Mark L. Smith
1064.creator,"DereckJoubert,Beverly Joubert","Dereck Joubert,Beverly Joubert"
7080.language,Englsh,English
4763.description,"In 1958, two teenagers take their pride and joy, a hopped-up Chevy, and start a cross-country journey to enter it in the National Championship drag races in California. Azlong the way they ...","In 1958, two teenagers take their pride and joy, a hopped-up Chevy, and start a cross-country journey to enter it in the National Championship drag races in California. Along the way they ..."
4235.language,Englisth,English
639.filming_locations,NLL,NULL
2107.actors,"Rico E.Anderson,Marc Bowers,Callie Bussell","Rico E. Anderson,Marc Bowers,Callie Bussell"
2629.director,Christopher Gyuest,Christopher Guest
3991.name,Computer Chses,Computer Chess
3898.genre,"Fantasy,Mysetry,Romance","Fantasy,Mystery,Romance"
3719.casting,"Richard Dawson,Dwavy Jones,Dal McKennon,Larry D. Mann,Larry Storch,Jane Webb","Richard Dawson,Davy Jones,Dal McKennon,Larry D. Mann,Larry Storch,Jane Webb"
2912.language,Englih,English
6724.review_count,"9t user,6 critic","9 user,6 critic"
1754.creator,"Thomas Hady,David Nicholls","Thomas Hardy,David Nicholls"
1614.name,Dma,Duma
5316.filming_locations,"ondon, England, UK","London, England, UK"
18.id,tt0265666,tt0120616
1049.language,pEnglish,English
3959.director,eRnny Harlin,Renny Harlin
5824.actors,"Michael Sacks,RonLeibman,Eugene Roche","Michael Sacks,Ron Leibman,Eugene Roche"
2351.name,Fjighting,Fighting
4668.creator,Domn Jones,Don Jones
2142.filming_locations,"Big Bear Valley, San BernardinoNational Forest, California, USA","Big Bear Valley, San Bernardino National Forest, California, USA"
509.language,"Enfglish,Spanish","English,Spanish"
1719.id,ttx0346631,tt0346631
752.release_date,15May 1992 (USA),15 May 1992 (USA)
3683.casting,"Halle Berry,Peter Gerene,Clive Owen,Frankie Faison,Charles Hallahan,Allan Rich,Clea Lewis,Christopher McDonald,Loyda Ramos,William Crossett,Eddie Francis,Lou DiMaggio,Alexandra Hedison,John Paragon,Marc Shelton","Halle Berry,Peter Greene,Clive Owen,Frankie Faison,Charles Hallahan,Allan Rich,Clea Lewis,Christopher McDonald,Loyda Ramos,William Crossett,Eddie Francis,Lou DiMaggio,Alexandra Hedison,John Paragon,Marc Shelton"
4583.casting,"Betsy Russell,Leif Garrett,Lucinda Dickey,Lorie Griffin,George 'Buck' Flower,Travis McKenna,Teri Weigel,Rebecca Ferratti,Vickie Benson,Jeff Prettyman,Krista Pflanzer,Craig Piligian,William Johnson,Kathrny Litton,Tommy Habeeb","Betsy Russell,Leif Garrett,Lucinda Dickey,Lorie Griffin,George 'Buck' Flower,Travis McKenna,Teri Weigel,Rebecca Ferratti,Vickie Benson,Jeff Prettyman,Krista Pflanzer,Craig Piligian,William Johnson,Kathryn Litton,Tommy Habeeb"
5205.review_count,11 critci,11 critic
6612.description,A trio of adventurous kids spend their summer unearthing a scret.,A trio of adventurous kids spend their summer unearthing a secret.
6896.filming_locations,"Long Beach,California, USA","Long Beach, California, USA"
2755.country,UA,USA
2632.duration,95 imn,95 min
6689.director,Erol Morris,Errol Morris
476.genre,oHrror,Horror
7318.genre,"Comeudy,Drama,Romance","Comedy,Drama,Romance"
3790.filming_locations,"Vermont, SA","Vermont, USA"
641.director,Daiel Taradash,Daniel Taradash
6785.casting,"Steve Carell,Channing Tatum,Mark Ruffalo,Sienna Miller,Vanessa Redgrave,Anthony Michae lHall,Guy Boyd,Brett Rice,Jackson Frazer,Samara Lee,Francis J. Murphy III,Jane Mowder,David 'Doc' Bennett,Lee Perkins,Robert Haramia","Steve Carell,Channing Tatum,Mark Ruffalo,Sienna Miller,Vanessa Redgrave,Anthony Michael Hall,Guy Boyd,Brett Rice,Jackson Frazer,Samara Lee,Francis J. Murphy III,Jane Mowder,David 'Doc' Bennett,Lee Perkins,Robert Haramia"
5168.release_date,4 Novembe 2011 (USA),4 November 2011 (USA)
6635.language,nEglish,English
4793.description,A single mother finds that things in her family's life go very wrong after her two young children visit their grandpfarents.,A single mother finds that things in her family's life go very wrong after her two young children visit their grandparents.
5275.review_count,NUrLL,NULL
4243.creator,"Sctt Cooper,Thomas Cobb","Scott Cooper,Thomas Cobb"
6807.casting,"Jamie Kennedy,Taye Diggs,Anthony Anderson,Regina Hall,Blair Underwood,Damien Dante Wayans,Ryan O'Nea,Bo Derek,Jeffrey Tambor,Kal Penn,Nick Swardson,Keili Lefkovitz,Kellie Martin,Greg Grunberg,J.P. Manoux","Jamie Kennedy,Taye Diggs,Anthony Anderson,Regina Hall,Blair Underwood,Damien Dante Wayans,Ryan O'Neal,Bo Derek,Jeffrey Tambor,Kal Penn,Nick Swardson,Keili Lefkovitz,Kellie Martin,Greg Grunberg,J.P. Manoux"
3051.actors,"Joseph Cross,Timothy Reifsndyer,Dana Delany","Joseph Cross,Timothy Reifsnyder,Dana Delany"
583.country,USwA,USA
2060.review_count,"739 user,455 critic","739 user,545 critic"
6697.casting,ULL,NULL
6206.duration,170 min,107 min
6112.review_count,"315 user,18 critic","315 user,189 critic"
3357.casting,"Sean Penn,Ed Harris,Gary Oldman,Robin Wright,John Turturro,Burgess Meredith,R.D. Call,Joe Viterelli,John C. Reilly,Deirdre O'Connell,Marco St. John,Thomas G. Waites,Michael Cambridge,Michael Cumpsty,Muick Cunningham","Sean Penn,Ed Harris,Gary Oldman,Robin Wright,John Turturro,Burgess Meredith,R.D. Call,Joe Viterelli,John C. Reilly,Deirdre O'Connell,Marco St. John,Thomas G. Waites,Michael Cambridge,Michael Cumpsty,Mick Cunningham"
6475.duration,84 miun,84 min
4236.name,Reefer Madenss,Reefer Madness
4631.country,UjSA,USA
1685.director,Zachary Wymna,Zachary Wyman
1980.description,A police detective falls in love with the woman wlhose murder he is investigating.,A police detective falls in love with the woman whose murder he is investigating.
6040.release_date,1 Setember 2006 (USA),1 September 2006 (USA)
6431.director,Jerry Dudgan,Jerry Dugan
4474.language,nEglish,English
5749.id,tt2870765,tt2870756
3006.description,A vampire hunter and a priest fight a band of the walking dead in Mexioc.,A vampire hunter and a priest fight a band of the walking dead in Mexico.
5246.creator,"Joseph Michael Cala,Robert Vicent O'Neill","Joseph Michael Cala,Robert Vincent O'Neill"
2663.description,"After the death of Princess Diana, Queen Elizabth II struggles with her reaction to a sequence of events nobody could have predicted.","After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted."
6148.release_date,19 Otcober 1990 (USA),19 October 1990 (USA)
1110.id,ttb0120586,tt0120586
746.creator,Dan Pasceo,Dan Pascoe
5848.name,Sees Girl Run,See Girl Run
4455.actors,"Brie Larason,Frantz Turner,John Gallagher Jr.","Brie Larson,Frantz Turner,John Gallagher Jr."
5604.creator,"Pajul Young,John Bunzel","Paul Young,John Bunzel"
2436.name,Hzard Rain,Hard Rain
4801.country,SUA,USA
6537.id,tt0032484,tt4462546
5439.genre,"Action,Thrille,Western","Action,Thriller,Western"
128.id,tt0088993,tt0091630
7226.genre,"Horor,Mystery,Sci-Fi","Horror,Mystery,Sci-Fi"
1958.id,tty0062824,tt0062824
3582.casting,"Reese Witherspoon,Mark Ruffalo,Donal Logue,Dina Spybey-Waters,Ben Shenkman,Jon Heder,Iavna Milicevic,Caroline Aaron,Rosalind Chao,Ron Canada,Willie Garson,Gabrielle Made,William Caploe,Shulie Cowen,Billy Beck","Reese Witherspoon,Mark Ruffalo,Donal Logue,Dina Spybey-Waters,Ben Shenkman,Jon Heder,Ivana Milicevic,Caroline Aaron,Rosalind Chao,Ron Canada,Willie Garson,Gabrielle Made,William Caploe,Shulie Cowen,Billy Beck"
4506.name,She Wore a Yellow fRibbon,She Wore a Yellow Ribbon
3476.director,aJson Hull,Jason Hull
814.actors,"Peter Sallis,Helena Bonha mCarter,Ralph Fiennes","Peter Sallis,Helena Bonham Carter,Ralph Fiennes"
631.filming_locations,"Alaska, UA","Alaska, USA"
3851.actors,"Basil Rathbne,Nigel Bruce,Richard Greene","Basil Rathbone,Nigel Bruce,Richard Greene"
3037.creator,"Sidney Sheldon,Frances Goodrch","Sidney Sheldon,Frances Goodrich"
7212.id,tt0807472,tt0087472
6093.filming_locations,"Los Angeles, Clifornia, USA","Los Angeles, California, USA"
4475.filming_locations,NUhLL,NULL
5725.actors,"Woody Allen,Mira Sorvino,Pamela lair","Woody Allen,Mira Sorvino,Pamela Blair"
6780.filming_locations,"Atanta, Georgia, USA","Atlanta, Georgia, USA"
630.genre,"Animation,Adventure,Comediy","Animation,Adventure,Comedy"
3311.language,"English,Mandarn","English,Mandarin"
6269.actors,"Tate Donovan,AmyRyan,Glenn Fitzgerald","Tate Donovan,Amy Ryan,Glenn Fitzgerald"
4999.duration,91 mn,91 min
6386.release_date,NULuL,NULL
1131.filming_locations,"Bay Adrea, San Francisco, California, USA","Bay Area, San Francisco, California, USA"
5982.name,Bordertwn,Bordertown
7349.director,Roma nPolanski,Roman Polanski
2063.country,"UkSA,Germany","USA,Germany"
1100.director,Jodie Fostetr,Jodie Foster
6636.release_date,Jne 1964 (USA),June 1964 (USA)
1315.release_date,p28 September 1984 (Italy),28 September 1984 (Italy)
2602.actors,"John Ireland,Yvonne De Carlo,Jack ruschen","John Ireland,Yvonne De Carlo,Jack Kruschen"
6880.actors,"Bill Murray,Joann Whalley,Peter Gallagher","Bill Murray,Joanne Whalley,Peter Gallagher"
2741.casting,"Martin Thon,Ramona Kuen,Kane Hodder,Kai Borchardt,Dennis Zachmann,Tomh Savini,Claude-Oliver Rudolph,Anika Neubauer,Andrea Glowig,Prashant Prabhakar,Amrita Cheema,Oliver Krekel,Jutta Schaak,Dave Kaufmann,Julian Fricke","Martin Thon,Ramona Kuen,Kane Hodder,Kai Borchardt,Dennis Zachmann,Tom Savini,Claude-Oliver Rudolph,Anika Neubauer,Andrea Glowig,Prashant Prabhakar,Amrita Cheema,Oliver Krekel,Jutta Schaak,Dave Kaufmann,Julian Fricke"
2519.casting,"Ethan Suplee,Ben Affleck,Scott Mosier,Jason Lee,Caseyf Affleck,Dwight Ewell,Joey Lauren Adams,Guinevere Turner,Carmen Llywelyn,Brian O'Halloran,Matt Damon,Alexander Goebbel,Tony Torn,Rebecca Waxman,Paris Petrick","Ethan Suplee,Ben Affleck,Scott Mosier,Jason Lee,Casey Affleck,Dwight Ewell,Joey Lauren Adams,Guinevere Turner,Carmen Llywelyn,Brian O'Halloran,Matt Damon,Alexander Goebbel,Tony Torn,Rebecca Waxman,Paris Petrick"
1589.description,fAdd a Plot,Add a Plot
279.creator,"Abdi Nzemian,Micah Schraft","Abdi Nazemian,Micah Schraft"
366.language,"nglish,Japanese","English,Japanese"
7200.actors,"Aldo Ray,Anne Bancrft,Brian Keith","Aldo Ray,Anne Bancroft,Brian Keith"
3632.director,Forancis Glebas,Francis Glebas
3837.language,nEglish,English
5737.name,Ivahnhoe,Ivanhoe
1398.description,Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the heatd DJ refuses to play them.,Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head DJ refuses to play them.
5332.creator,yDiablo Cody,Diablo Cody
2981.review_count," user,2 critic","7 user,2 critic"
6913.release_date,12 November 210 (USA),12 November 2010 (USA)
5819.description,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected wasy.","British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways."
6908.genre,"Actiotn,Thriller","Action,Thriller"
407.genre,"Comedy,Rovmance","Comedy,Romance"
1886.language,"Eglish,German","English,German"
7304.casting,"Mariah Bonner,Bobby Campo,Catherine Cappiello,Dave Davis,Casey Dillard,Arial Esco,Kanisha Esco,Elise Fyke,Pam Greer,Leih Hennessy,Cooper Huckabee,Bobby C. King,Isaiah LaBorde,Peter Lawson Jones,Johnny McPhail","Mariah Bonner,Bobby Campo,Catherine Cappiello,Dave Davis,Casey Dillard,Arial Esco,Kanisha Esco,Elise Fyke,Pam Greer,Leigh Hennessy,Cooper Huckabee,Bobby C. King,Isaiah LaBorde,Peter Lawson Jones,Johnny McPhail"
3299.language,Engliksh,English
1955.director,Ted Psot,Ted Post
6954.duration,p105 min,105 min
5396.duration,UNLL,NULL
3697.filming_locations,"Calfiornia, USA","California, USA"
1621.actors,"Jeff Daniels,Anna Paquin,Dana Deklany","Jeff Daniels,Anna Paquin,Dana Delany"
578.id,tt011630,tt0116830
6587.filming_locations,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, UdSA","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA"
613.genre,Documentry,Documentary
85.id,tt0074512,tt0086992
6709.genre,ocumentary,Documentary
3301.creator,eLe Toland Krieger,Lee Toland Krieger
6605.genre,"omedy,Drama","Comedy,Drama"
246.country,UqSA,USA
6491.description,What does it mean to lead men in war? What doe it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...,What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...
5344.language,Egnlish,English
6354.name,Late Phsaes,Late Phases
3321.release_date,NULL***,NULL
2200.description,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, inompetent amateur robbers, and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
6089.actors,"Tricia Helfer,Scottie Thompson,Randall atinkoff","Tricia Helfer,Scottie Thompson,Randall Batinkoff"
785.casting,"Mia Wasikowska,Ezra Miller,Paul Giamatti,Logan Marshall-Green,Rhys Ifans,Laura Carmichael,Henry Lloyd-Hugheus,Morfydd Clark,Richard Cordery,Olivier Gourmet,Luke Tittensor","Mia Wasikowska,Ezra Miller,Paul Giamatti,Logan Marshall-Green,Rhys Ifans,Laura Carmichael,Henry Lloyd-Hughes,Morfydd Clark,Richard Cordery,Olivier Gourmet,Luke Tittensor"
788.review_count,"126 use,r27 critic","126 user,27 critic"
5684.director,Gilu Kenan,Gil Kenan
2698.release_date,1 Ngovember 2002 (USA),1 November 2002 (USA)
1025.actors,"Kirk Cameron,Darren Doane,Bridgette Camweron","Kirk Cameron,Darren Doane,Bridgette Cameron"
6588.filming_locations,"Vlada NYC Lounge, 331 West 51 Street, Theater District, Manhattan, New York City, New York, UAS","Vlada NYC Lounge, 331 West 51 Street, Theater District, Manhattan, New York City, New York, USA"
7336.name,It's No a Date,It's Not a Date
1274.country,"France,USAUK","France,USA,UK"
2651.country,SA,USA
3173.id,tt0k029844,tt0029844
6076.release_date,4 January 2013 U(SA),4 January 2013 (USA)
2988.country,"Sqouth Korea,USA","South Korea,USA"
2428.filming_locations,"Broxn, New York City, New York, USA","Bronx, New York City, New York, USA"
3781.creator,M. Night Shyamalvan,M. Night Shyamalan
3293.duration,98 mirn,98 min
3094.review_count,UNLL,NULL
